房屋编号,城市,区,方位,房屋名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,供暖
房源编号：BJ2500259841554530304,北京,朝阳,首都机场,东平里,10㎡,合租,南卧,1790,季付价,2居,室 ,10,随时入住,1年,随时可看,2,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2555876079785222144,北京,朝阳,定福庄,三间房南里7号院,45㎡,整租,南,3400,NULL,1室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2555829620242907136,北京,朝阳,常营,金隅丽景园,51㎡,整租,东,4600,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,中楼层,22层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2556278035573907456,北京,东城,永定门,西革新里110号院,60㎡,整租,东北,4700,季付价,2室,1厅,1卫,随时入住,3年以上,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2555745009454555136,北京,昌平,西关环岛,建明里小区,55㎡,整租,南,2500,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2555895011623575552,北京,大兴,枣园,双河北里,69㎡,整租,南/北,2700,季付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,低楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2558090155474812928,北京,海淀,清河,小营干休所,10㎡,合租,南卧,2960,季付价,3居,室 ,10,随时入住,1年,随时可看,10,18层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2546884934740746240,北京,西城,官园,北礼士路,40㎡,整租,东,4700,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,中楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2548277993382617088,北京,丰台,卢沟桥,晓月新城,8㎡,合租,北卧,1690,季付价,2居,室 ,8㎡,随时入住,1年,随时可看,23,24层,有,暂无数据,民水,民电,有,自采暖
房源编号：BJ2476773429819482112,北京,东城,东直门,后永康北巷,13㎡,整租,西,2700,季付价,1室,0厅,1卫,随时入住,3年以上,需提前预约,低楼层,1层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
房源编号：BJ2558734870423805952,北京,丰台,蒲黄榆,刘家窑南里,41㎡,整租,南,4000,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2549093681516773376,北京,朝阳,石佛营,十里堡南区,48㎡,整租,东,4450,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2504989931886084096,北京,丰台,刘家窑,首开石榴派,48㎡,整租,南,3850,季付价,2房,间1,卫 ,随时入住,3年以内,需提前预约,中楼层,8层,有,暂无数据,民水,商电,无,集中供暖
房源编号：BJ2560103055685599232,北京,丰台,和义,东高地,54㎡,整租,南/北,3700,季付价,2室,1厅,1卫,随时入住,3年以上,需提前预约,中楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2518827988737867776,北京,朝阳,华威桥,双龙南里,44㎡,整租,南,4300,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,低楼层,18层,有,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2552765720094048256,北京,东城,永定门,民主北街22号院,37㎡,整租,南,4000,季付价,1室,1厅,1卫,2020-07-23,3年以内,需提前预约,低楼层,5层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
房源编号：BJ2248445260257050624,北京,海淀,玉泉路,金隅瑞和园,10㎡,合租,北卧,2190,季付价,3居,室 ,10,随时入住,1年,随时可看,5,16层,有,租用车位,民水,民电,有,自采暖
房源编号：BJ2486060235446829056,北京,顺义,顺义城,建新北区,56㎡,整租,南,2200,季付价,2室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2553727816936202240,北京,朝阳,十里河,吕营嘉园C区,10㎡,合租,北卧,1990,季付价,3居,室 ,10,随时入住,1年,随时可看,6,6层,无,暂无数据,民水,民电,有,自采暖
房源编号：BJ2534019536517611520,北京,丰台,蒲黄榆,刘家窑南里,39㎡,整租,东/南,4000,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,中楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2526721102399676416,北京,西城,右安门内,右安门内西街甲10号院,39㎡,整租,西南,4690,季付价,1室,1厅,1卫,随时入住,3~6个月,随时可看,6,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2558548701568581632,北京,东城,永定门,富莱茵花园,57㎡,整租,南/北,4000,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,地下室,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2566711948112830464,北京,海淀,知春路,蓟门南里,15㎡,合租,南卧,4530,季付价,3居,室 ,15,随时入住,1年,随时可看,3,6层,无,租用车位,民水,民电,有,集中供暖
房源编号：BJ2564682379578834944,北京,朝阳,马甸,天星大厦,11㎡,合租,北卧,3890,季付价,2居,室 ,11,随时入住,1年,随时可看,5,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2564059605907021824,北京,海淀,西二旗,智学苑,14㎡,合租,南卧,3490,季付价,3居,室 ,14,随时入住,1年,随时可看,9,24层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2558461337571164160,北京,东城,永定门,西革新里110号院,43㎡,整租,南,4500,季付价,1室,1厅,1卫,2020-07-31,3年以内,需提前预约,低楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2564059605907021824,北京,海淀,西二旗,智学苑,14㎡,合租,南卧,3490,季付价,3居,室 ,14,随时入住,1年,随时可看,9,24层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2513515470481793024,北京,大兴,黄村中,富强西里,55㎡,整租,南/北,2800,季付价,2室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,4层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2564077308940402688,北京,朝阳,望京,南湖中园二区,9㎡,合租,西卧,2760,季付价,4居,室 ,9㎡,随时入住,1年,随时可看,6,7层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2494287013927190528,北京,朝阳,十里河,周庄嘉园东里C区,54㎡,整租,南/北,4100,季付价,1室,1厅,1卫,随时入住,2年以内,一般下班后可看,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2550569277745012736,北京,朝阳,大山子,大山子北里,11㎡,合租,东南卧,3330,季付价,3居,室 ,11,随时入住,1年,随时可看,4,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2548353752856281088,北京,东城,安贞,小黄庄一区,41㎡,整租,东/西,4700,季付价,1室,1厅,1卫,随时入住,3年以上,需提前预约,中楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2537638832258686976,北京,朝阳,劲松,垂杨柳北里,50㎡,整租,南,4300,季付价,2室,0厅,1卫,随时入住,3年以内,需提前预约,中楼层,4层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2521659092498382848,北京,海淀,甘家口,阜光里小区,54㎡,整租,东,4700,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,中楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2531710042575470592,北京,大兴,黄村中,黄村西里,43㎡,整租,南/北,2650,季付价,2室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,5层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2554866462636646400,北京,朝阳,双桥,北花园小区3号院,51㎡,整租,南,4000,季付价,1室,1厅,1卫,2020-07-26,3年以内,需提前预约,高楼层,29层,有,免费使用,暂无数据,暂无数据,暂无数据,暂无数据
房源编号：BJ2550556544803028992,北京,朝阳,大山子,大山子北里,8㎡,合租,西北卧,2960,季付价,3居,室 ,8㎡,随时入住,1年,随时可看,4,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2520044908891881472,北京,丰台,北大地,北大地二里,40㎡,整租,南/北,2800,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,低楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2565719190237347840,北京,朝阳,北苑,北京青年城,28㎡,合租,南卧,2300,季付价,4居,室 ,28,随时入住,1年以上,随时可看,6,6层,无,租用车位,民水,民电,有,集中供暖
房源编号：BJ2512371614675910656,北京,东城,广渠门,绿景苑,31㎡,整租,北,4000,季付价,1室,0厅,1卫,随时入住,2年以内,需提前预约,低楼层,12层,有,暂无数据,民水,民电,无,集中供暖
房源编号：BJ2555207326542348288,北京,丰台,刘家窑,横五条,41㎡,整租,东/西,4000,季付价,1室,1厅,1卫,随时入住,3年以内,一般下班后可看,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2557040106192519168,北京,朝阳,石佛营,十里堡北区,60㎡,整租,南,4200,季付价,2室,1厅,1卫,随时入住,3年以上,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2558475449777004544,北京,朝阳,北工大,平乐园小区,46㎡,整租,南,4300,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2514968750478852096,北京,石景山,古城,古城南路,47㎡,整租,南/北,3300,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,5层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2557027545409396736,北京,东城,永定门,西革新里108号院,47㎡,整租,南,4500,季付价,1室,1厅,1卫,2020-07-25,3年以上,需提前预约,低楼层,7层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2496875161790726144,北京,丰台,木樨园,南曦大厦,49㎡,整租,北,3500,半年付价,1室,1厅,1卫,随时入住,3年以上,需提前预约,中楼层,22层,有,租用车位,民水,民电,有,自采暖
房源编号：BJ2565180472632016896,北京,海淀,海淀北部新区,友谊嘉园三期,12㎡,合租,南卧,2200,季付价,3居,室 ,12,2020-07-31,1年,一般下班后可看,10,15层,无,免费使用,民水,民电,有,自采暖
房源编号：BJ2364221252152852480,北京,丰台,蒲黄榆,蒲黄榆三里,42㎡,整租,东,3700,季付价,1室,1厅,1卫,随时入住,3年以上,需提前预约,高楼层,6层,无,租用车位,民水,民电,有,集中供暖
房源编号：BJ2565393829427683328,北京,丰台,青塔,长安新城二区,12㎡,合租,北卧,2060,季付价,3居,室 ,12,随时入住,1年,随时可看,5,9层,有,租用车位,民水,民电,有,自采暖
房源编号：BJ2499244693226274816,北京,丰台,新宫,南庭新苑南区,58㎡,整租,南,4500,NULL,2室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,16层,有,免费使用,民水,民电,有,集中供暖
房源编号：BJ2566468003139166208,北京,朝阳,东大桥,关东店南街,9㎡,合租,南卧,3790,季付价,2居,室 ,9㎡,随时入住,1年,随时可看,15,18层,有,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2558446204958810112,北京,东城,永定门,沙子口路72号,39㎡,整租,南,4200,季付价,1室,1厅,1卫,2020-08-01,3年以内,需提前预约,中楼层,18层,有,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2566032751145271296,北京,朝阳,甘露园,甘露家园,9㎡,合租,南卧,3860,季付价,2居,室 ,9㎡,随时入住,1年,随时可看,5,6层,无,租用车位,民水,民电,有,集中供暖
房源编号：BJ2564071697632198656,北京,大兴,黄村中,三合南里,13㎡,合租,南卧,2390,季付价,2居,室 ,13,随时入住,1年,随时可看,1,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2564751738016382976,北京,石景山,古城,十万坪,15㎡,合租,南卧,2990,季付价,2居,室 ,15,随时入住,1年,随时可看,2,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2531909329703927808,北京,朝阳,双桥,双桥东路6号院,60㎡,整租,南/北,4000,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2563114796761759744,北京,丰台,右安门外,中国玺,15㎡,合租,南卧,1900,年付价,3居,室 ,15,随时入住,1~2年,随时可看,1,1层,无,租用车位,民水,民电,有,集中供暖
房源编号：BJ2560103055685599232,北京,丰台,和义,东高地,54㎡,整租,南/北,3700,季付价,2室,1厅,1卫,随时入住,3年以上,需提前预约,中楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2566468848131768320,北京,朝阳,大山子,大山子北里,11㎡,合租,西北卧,3290,季付价,3居,室 ,11,随时入住,1年,随时可看,4,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2555088566141059072,北京,丰台,丰台其它,张郭庄小区,55㎡,整租,南,3000,季付价,2室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,6层,无,免费使用,暂无数据,民电,有,集中供暖
房源编号：BJ2563556542276173824,北京,朝阳,惠新西街,惠新北里2号院,15㎡,合租,南卧,2550,季付价,3居,室 ,15,随时入住,1年以上,随时可看,2,6层,无,租用车位,民水,民电,有,集中供暖
房源编号：BJ2549093681516773376,北京,朝阳,石佛营,十里堡南区,48㎡,整租,东,4450,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2518827988737867776,北京,朝阳,华威桥,双龙南里,44㎡,整租,南,4300,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,低楼层,18层,有,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2541915782015885312,北京,海淀,紫竹桥,车道沟南里,38㎡,整租,东,4600,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2504989931886084096,北京,丰台,刘家窑,首开石榴派,48㎡,整租,南,3850,季付价,2房,间1,卫 ,随时入住,3年以内,需提前预约,中楼层,8层,有,暂无数据,民水,商电,无,集中供暖
房源编号：BJ2486060235446829056,北京,顺义,顺义城,建新北区,56㎡,整租,南,2200,季付价,2室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2563104158211112960,北京,昌平,鼓楼大街,金隅万科城二期,13㎡,合租,东卧,2460,季付价,2居,室 ,13,随时入住,1年,随时可看,8,26层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2534019536517611520,北京,丰台,蒲黄榆,刘家窑南里,39㎡,整租,东/南,4000,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,中楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2564059409965916160,北京,海淀,西三旗,建材城东二里,14㎡,合租,南卧,3390,季付价,3居,室 ,14,随时入住,1年,随时可看,2,6层,无,租用车位,民水,民电,有,集中供暖
房源编号：BJ2511469480819818496,北京,大兴,枣园,首座御园二区二期,78㎡,整租,西,2800,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,14层,有,免费使用,暂无数据,民电,有,集中供暖
房源编号：BJ2558524635649933312,北京,丰台,科技园区,御景春天,48㎡,整租,东,4000,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,低楼层,21层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2538216573374832640,北京,丰台,北大地,东幸福街,47㎡,整租,南/北,3650,季付价,1室,1厅,1卫,随时入住,3年以上,需提前预约,中楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2528795861849751552,北京,东城,左安门,长青园,51㎡,整租,东,4700,NULL,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2539829436967026688,北京,朝阳,双桥,双桥东路6号院,67㎡,整租,南/北,3800,季付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,5层,无,暂无数据,民水,民电,有,集中供暖
